state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,day,week,month
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,3,Call Center,Two-Door Car,Medsize,23,8,2
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,1,Branch,Two-Door Car,Small,11,2,1
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,L2,1,Web,Four-Door Car,Large,10,6,2
Washington,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,L1,2,Branch,SUV,Large,25,8,2
Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Small,16,7,2
Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Small,30,4,1
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L3,2,Agent,Two-Door Car,Small,11,6,2
Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L1,3,Agent,Four-Door Car,Large,14,2,1
Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,Small,14,7,2
California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,L2,2,Web,Two-Door Car,Large,3,5,2
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,31,5,1
California,No,Extended,Bachelor,health related absence,M,Suburban,Divorced,Corporate Auto,L2,3,Agent,Two-Door Car,Medsize,15,7,2
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L1,4,Agent,Four-Door Car,Medsize,27,8,2
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,L3,1,Branch,Luxury,Medsize,14,2,1
California,No,Basic,Master or Doctor,Employed,M,Suburban,Married,Personal Auto,L2,1,Call Center,Four-Door Car,Medsize,25,4,1
Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,L3,3,Web,Two-Door Car,Medsize,2,5,2
Arizona,No,Basic,Master or Doctor,Employed,M,Suburban,Single,Personal Auto,L3,1,Call Center,SUV,Medsize,28,9,2
Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,L3,1,Agent,SUV,Small,27,4,1
Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Large,19,7,2
Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,L3,2,Agent,SUV,Medsize,18,7,2
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,14,7,2
California,No,Basic,Master or Doctor,Employed,F,Urban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Small,30,4,1
Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,9,6,2
Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,6,5,2
California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L1,1,Web,Four-Door Car,Medsize,22,8,2
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,2,5,2
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Small,22,8,2
Oregon,No,Basic,College,health related absence,M,Rural,Married,Corporate Auto,L1,1,Web,Four-Door Car,Medsize,3,1,1
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,1,Agent,Two-Door Car,Small,15,7,2
California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,L1,4,Agent,Four-Door Car,Medsize,11,2,1
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L3,2,Call Center,Luxury,Medsize,21,3,1
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Branch,SUV,Medsize,1,52,1
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,23,8,2
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Agent,Luxury,Small,4,5,2
Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,2,Agent,SUV,Medsize,6,5,2
Oregon,No,Basic,Master or Doctor,health related absence,M,Rural,Married,Special Auto,L3,1,Web,Two-Door Car,Medsize,10,6,2
Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,L2,1,Branch,Four-Door Car,Medsize,2,52,1
Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,10,6,2
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,23,8,2
Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal Auto,L2,1,Web,Four-Door Car,Medsize,7,1,1
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,L2,4,Web,Two-Door Car,Medsize,14,2,1
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Small,15,7,2
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,24,8,2
Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,L2,1,Branch,Two-Door Car,Medsize,2,5,2
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,7,1,1
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L3,1,Call Center,Four-Door Car,Medsize,28,9,2
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,17,7,2
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L1,1,Agent,Luxury,Medsize,12,6,2
Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Large,9,1,1
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,L1,3,Branch,Four-Door Car,Medsize,10,2,1
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,L2,4,Agent,Four-Door Car,Large,8,1,1
Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,L2,3,Web,Four-Door Car,Small,27,4,1
Oregon,No,Premium,High School or Below,health related absence,F,Rural,Married,Personal Auto,L2,1,Call Center,Two-Door Car,Large,12,2,1
Arizona,No,Basic,Master or Doctor,Employed,M,Rural,Single,Special Auto,L2,2,Branch,Four-Door Car,Medsize,16,2,1
California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,22,3,1
Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special Auto,L2,2,Branch,Four-Door Car,Medsize,13,2,1
Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Small,11,6,2
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,L3,3,Web,Four-Door Car,Medsize,4,1,1
California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,29,4,1
Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,4,Web,Four-Door Car,Medsize,28,9,2
Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,L2,1,Web,Luxury,Medsize,4,5,2
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Call Center,Four-Door Car,Medsize,3,1,1
Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,L3,1,Agent,SUV,Medsize,21,8,2
Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,L3,3,Web,SUV,Medsize,1,52,1
Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,28,9,2
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L2,2,Call Center,Four-Door Car,Small,12,2,1
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,L2,1,Agent,Four-Door Car,Small,13,6,2
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,29,4,1
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,L2,4,Agent,Four-Door Car,Medsize,13,6,2
Oregon,No,Basic,Master or Doctor,Employed,F,Urban,Married,Personal Auto,L3,3,Call Center,SUV,Small,22,3,1
Oregon,No,Premium,Master or Doctor,Employed,F,Suburban,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,Medsize,25,4,1
Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,L3,3,Call Center,SUV,Medsize,18,7,2
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,2,Agent,Two-Door Car,Small,3,1,1
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,L2,3,Call Center,SUV,Medsize,9,1,1
California,Yes,Basic,Master or Doctor,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Four-Door Car,Large,3,1,1
Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,L3,4,Agent,SUV,Small,21,8,2
Arizona,Yes,Basic,Master or Doctor,Employed,F,Urban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,22,8,2
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,L3,1,Branch,Four-Door Car,Medsize,9,1,1
California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Call Center,Four-Door Car,Medsize,7,6,2
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,L2,4,Branch,Four-Door Car,Medsize,26,8,2
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Web,Four-Door Car,Small,28,9,2
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,L1,2,Web,Four-Door Car,Medsize,20,7,2
Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,20,3,1
California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,L1,1,Call Center,Two-Door Car,Medsize,22,3,1
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,6,1,1
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,L1,3,Web,SUV,Medsize,6,5,2
California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,2,5,2
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L1,4,Call Center,Four-Door Car,Medsize,23,8,2
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L2,1,Call Center,Four-Door Car,Small,7,1,1
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Call Center,Two-Door Car,Medsize,27,8,2
California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Large,21,3,1
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L2,4,Call Center,Four-Door Car,Medsize,4,5,2
Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,L2,1,Web,Four-Door Car,Medsize,8,1,1
California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,L1,4,Branch,Two-Door Car,Medsize,4,5,2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L1,3,Branch,SUV,Medsize,15,2,1
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,19,7,2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L3,2,Web,Four-Door Car,Medsize,9,6,2
California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,5,5,2
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L1,2,Branch,Four-Door Car,Large,15,2,1
Oregon,No,Basic,High School or Below,health related absence,M,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,6,5,2
Washington,No,Basic,Master or Doctor,health related absence,M,Urban,Divorced,Personal Auto,L3,4,Web,Four-Door Car,Medsize,27,8,2
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,17,3,1
Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,L2,4,Agent,Four-Door Car,Medsize,7,1,1
California,No,Premium,College,health related absence,F,Rural,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,3,1,1
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L3,1,Call Center,Four-Door Car,Small,7,1,1
Washington,No,Basic,Master or Doctor,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Two-Door Car,Medsize,14,2,1
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Large,20,7,2
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Small,1,52,1
Oregon,No,Basic,Master or Doctor,Employed,F,Urban,Divorced,Personal Auto,L2,2,Branch,SUV,Medsize,10,2,1
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,27,4,1
Nevada,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,7,6,2
California,No,Basic,Master or Doctor,Employed,M,Suburban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Small,25,4,1
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L1,3,Call Center,Four-Door Car,Medsize,11,6,2
Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,L1,2,Agent,Four-Door Car,Small,19,3,1
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Agent,Luxury,Large,4,5,2
Oregon,Yes,Basic,Bachelor,health related absence,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,9,6,2
California,No,Basic,High School or Below,health related absence,M,Suburban,Married,Special Auto,L3,1,Branch,Four-Door Car,Large,20,7,2
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,L2,1,Call Center,Four-Door Car,Small,4,5,2
California,No,Premium,College,Employed,F,Urban,Single,Personal Auto,L3,2,Call Center,SUV,Small,8,1,1
California,Yes,Basic,College,health related absence,F,Suburban,Married,Corporate Auto,L3,2,Call Center,Four-Door Car,Medsize,2,5,2
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,7,6,2
Oregon,Yes,Extended,Master or Doctor,Employed,F,Rural,Married,Corporate Auto,L2,1,Branch,Four-Door Car,Large,10,2,1
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,2,Call Center,Two-Door Car,Medsize,26,4,1
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Branch,Luxury,Medsize,1,5,2
Arizona,No,Basic,Bachelor,health related absence,M,Suburban,Single,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,28,4,1
Oregon,No,Basic,Master or Doctor,Employed,F,Rural,Married,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,3,5,2
California,No,Basic,High School or Below,health related absence,F,Suburban,Married,Personal Auto,L2,4,Web,SUV,Medsize,14,7,2
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,4,Branch,SUV,Medsize,24,4,1
Nevada,No,Basic,High School or Below,Retired,F,Suburban,Single,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,23,8,2
California,Yes,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,Medsize,12,6,2
Arizona,No,Extended,College,Employed,M,Urban,Married,Personal Auto,L1,2,Call Center,Four-Door Car,Medsize,5,1,1
Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,L3,2,Agent,Four-Door Car,Medsize,14,7,2
Washington,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L2,2,Web,Two-Door Car,Medsize,2,5,2
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,4,Call Center,SUV,Small,23,3,1
Washington,No,Premium,Master or Doctor,Employed,M,Suburban,Married,Personal Auto,L2,1,Call Center,Two-Door Car,Small,5,1,1
Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,L2,1,Branch,Two-Door Car,Medsize,10,2,1
Oregon,No,Extended,Bachelor,health related absence,M,Urban,Single,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,13,6,2
California,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,L3,2,Agent,Luxury,Medsize,20,3,1
California,No,Basic,Master or Doctor,Employed,M,Urban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,7,1,1
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,2,Agent,Four-Door Car,Large,27,8,2
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Agent,Four-Door Car,Small,8,1,1
Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Two-Door Car,Medsize,6,1,1
Washington,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,L1,1,Call Center,Four-Door Car,Medsize,3,5,2
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Corporate Auto,L3,3,Agent,Four-Door Car,Medsize,20,3,1
Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,L2,3,Agent,Two-Door Car,Small,23,8,2
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,L3,1,Agent,SUV,Small,26,4,1
Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,1,5,2
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L3,4,Agent,Four-Door Car,Medsize,14,7,2
Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,13,2,1
Washington,No,Extended,Bachelor,health related absence,F,Suburban,Divorced,Corporate Auto,L2,1,Branch,SUV,Medsize,24,4,1
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,L2,4,Call Center,Four-Door Car,Medsize,15,2,1
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,L3,2,Web,Four-Door Car,Medsize,14,2,1
Oregon,No,Premium,College,Employed,M,Urban,Married,Personal Auto,L3,3,Call Center,SUV,Medsize,26,4,1
California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,15,2,1
Oregon,No,Basic,Master or Doctor,Employed,F,Suburban,Married,Corporate Auto,L2,4,Branch,Four-Door Car,Medsize,22,3,1
California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L3,3,Branch,Two-Door Car,Medsize,9,6,2
Arizona,Yes,Extended,College,Retired,F,Suburban,Divorced,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,16,7,2
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Special Auto,L1,1,Agent,Luxury,Medsize,26,8,2
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,1,Call Center,Four-Door Car,Medsize,24,4,1
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,L2,1,Call Center,Four-Door Car,Medsize,28,4,1
Nevada,No,Basic,College,health related absence,M,Suburban,Married,Personal Auto,L1,2,Web,Luxury,Large,3,5,2
Oregon,No,Basic,Master or Doctor,Employed,M,Suburban,Married,Personal Auto,L3,4,Agent,SUV,Medsize,27,4,1
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,L2,2,Agent,Luxury,Medsize,4,5,2
Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,3,Agent,Four-Door Car,Small,22,8,2
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,Luxury,Small,19,3,1
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L2,3,Branch,Two-Door Car,Medsize,5,1,1
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L2,3,Agent,Four-Door Car,Medsize,3,5,2
Arizona,No,Extended,Master or Doctor,Employed,F,Urban,Married,Personal Auto,L3,2,Branch,SUV,Medsize,9,1,1
Oregon,No,Basic,Master or Doctor,Employed,M,Urban,Married,Personal Auto,L1,4,Agent,Two-Door Car,Medsize,3,5,2
Oregon,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Corporate Auto,L3,2,Agent,SUV,Medsize,18,7,2
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,L1,1,Agent,SUV,Medsize,8,1,1
Washington,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,L2,2,Call Center,Two-Door Car,Large,7,6,2
Washington,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,L1,1,Branch,Two-Door Car,Medsize,22,3,1
California,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,3,1,1
Oregon,No,Extended,Master or Doctor,Employed,F,Suburban,Single,Corporate Auto,L3,2,Agent,Luxury,Medsize,20,3,1
Washington,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,L2,2,Agent,SUV,Medsize,3,5,2
California,No,Basic,Master or Doctor,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Branch,Luxury,Large,7,6,2
Washington,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,9,6,2
Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,3,Agent,Luxury,Medsize,14,7,2
Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Large,2,52,1
